Num. IRP	Objeto	Setor Demandante	Fiscal	Setor do fiscal	Num. Proc. Principal	Num. Proc. Acessório	CNPJ	Nome da Empresa	Estado	Valor total ARP	Valor total adquirido	Num. Item	Descrição	Qtd. ARP	Valor unitário	Qtd. Empenhada	Valor Empenhado	Num. Nota Emp.	Num. Nota Fiscal	Qtd. Adquirida	Qtd. Restante	Saldo dos Produtos
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015862/2024-39	10.581.468/0001-70	META EMPREEDIMENTOS E SERVIÇOS LTDA	RJ	R$665.052,02	R$3.611,20	54	Placa de inauguração	231	R$153,00	50	R$ 7.650,00	2024NE000109	N/A	0	50	R$ 7.650,00
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	10	Envelope A4	22700	R$0,37	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	11	Envelope para carta	16200	R$0,35	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	12	Cartão de visita	42100	R$0,38	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	13	Panfleto 15,00 x 21,00 cm	157000	R$0,13	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	16	Cartaz A3	28785	R$0,82	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	18	Folder A3	23600	R$1,01	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	19	Folder A4	77000	R$0,54	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	22	Catálogo de cursos	20700	R$3,36	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	23	Marcador de página	61200	R$0,17	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	25	Bloco de anotações	53710	R$2,96	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	26	Pasta em papel triplex	38320	R$2,21	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	28	Certificado A4	72550	R$0,29	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015866-2024-28	13.704.494/0001-37	IMPRESSOART EDITORA GRAFICA LTDA	PR	R$1.227.369,75	R$0,00	32	Agenda 15,00 x 21,00 cm	52155	R$14,25	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015872/2024-60	15.181.901/0001-02	MULTFLUXO COMERCIO DE MATERIAIS ISOLAMENTOS LTDA	MG	R$61.536,00	R$6.410,00	48	Pedestal	192	R$320,50	20	R$ 6.410,00	2024NE000110	11.669	20	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015878/2024-92	50.278.584/0001-30	ERIKA BARBERINO MARTINS BORGES	SP	R$28.242,00	R$0,00	52	Placa	1046	R$27,00	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015880/2024-38	50.447.623/0001-85	RB FLEXO LTDA	MG	R$27.643,95	R$0,00	14	Panfleto 15,00 x 21,00 cm	103500	R$0,12	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015880/2024-38	50.447.623/0001-85	RB FLEXO LTDA	MG	R$27.643,95	R$0,00	17	Cartaz A4	24165	R$0,63	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015884/2024-27	54.719.745/0001-34	EDIR SUSSEL & CIA LTDA	SP	R$138.488,13	R$0,00	53	Placa de inauguração	157	R$882,09	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015888/2024-16	71.031.637/0001-93	PRATICA EDITORA GRAFICA LTDA	MG	R$603.876,20	R$0,00	20	Revista institucional 16p.	36600	R$1,80	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015888/2024-16	71.031.637/0001-93	PRATICA EDITORA GRAFICA LTDA	MG	R$603.876,20	R$0,00	21	Revista institucional 20p.	32100	R$1,35	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015888/2024-16	71.031.637/0001-93	PRATICA EDITORA GRAFICA LTDA	MG	R$603.876,20	R$0,00	24	Calendário institucional	12860	R$2,92	0	R$ -	N/A	N/A	0	0	R$ -
06/2023	Aquisição Serviços Gráficos	CAVN - DIRECAO DO COLEGIO	Bruno Ferreira Matos	CCHSA - DIRECAO DE CENTRO	23074.037314/2023-25	23074.015888/2024-16	71.031.637/0001-93	PRATICA EDITORA GRAFICA LTDA	MG	R$603.876,20	R$0,00	33	Caderno	50790	R$9,00	0	R$ -	N/A	N/A	0	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124262/2023-23	01.682.745/0001-40	ISALTEC COMERCIO DE INSTRUMENTOS DE MEDICAO LTDA	SP	R$3.796,47	R$3.437,47	13	Mesa de som, 6 canais	2	R$1.149,99	2	R$ 2.299,98	2023NE000156	2.014	2	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124262/2023-23	01.682.745/0001-40	ISALTEC COMERCIO DE INSTRUMENTOS DE MEDICAO LTDA	SP	R$3.796,47	R$3.437,47	14	Microfone com fio	3	R$139,83	3	R$ 419,49	2023NE000156	2.014	3	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124262/2023-23	01.682.745/0001-40	ISALTEC COMERCIO DE INSTRUMENTOS DE MEDICAO LTDA	SP	R$3.796,47	R$3.437,47	16	Kit de microfone 132 dB	3	R$359,00	2	R$ 718,00	2023NE000156	2.014	2	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124265/2023-39	02.114.152/0001-40	MAXXI LAGO COMERCIAL E SERVICOS LTDA	MA	R$2.000,00	R$0,00	11	Gravador digital de áudio	1	R$2.000,00	0	R$ -	N/A	N/A	0	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124269/2023-28	09.450.715/0001-10	CLAVES E NOTAS COMERCIO DE INSTRUMENTOS MUSICAIS LTDA	SC	R$880,00	R$880,00	17	Kit de microfones	4	R$220,00	4	R$ 880,00	2023NE000157	7.325	4	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124271/2023-71	27.996.382/0001-01	R JUAREZ DE ALMEIDA	PR	R$4.169,00	R$4.169,00	2	Tripé para filmadora	2	R$990,00	2	R$ 1.980,00	2023NE000169	1.910	2	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124271/2023-71	27.996.382/0001-01	R JUAREZ DE ALMEIDA	PR	R$4.169,00	R$4.169,00	3	Tripé 1,32 m	1	R$229,00	1	R$ 229,00	2023NE000169	1.910	1	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124271/2023-71	27.996.382/0001-01	R JUAREZ DE ALMEIDA	PR	R$4.169,00	R$4.169,00	15	Microfone de lapela	2	R$980,00	2	R$ 1.960,00	2023NE000169	1.910	2	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124272/2023-44	32.699.271/0001-73	TRC COMERCIO E SERVICOS LTDA	SP	R$22.190,00	R$22.190,00	25	Filmadora 4k	2	R$11.095,00	2	R$ 22.190,00	2023NE000155	257	2	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124274/2023-87	36.668.854/0001-98	G2B COMERCIO E REPRESENTACOES LTDA	ES	R$680,00	R$0,00	18	Microfone sem fio	2	R$340,00	0	R$ -	N/A	N/A	0	0	R$ -
07/2023	Aquisição Áudio/Vídeo/Foto	CCHSA - DIRECAO DE CENTRO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041508/2023-83	23074.124275/2023-60	49.287.841/0001-10	HS-CPQ TECNOLOGIA LTDA	SP	R$677,00	R$677,00	21	Fone de ouvido 40 mm	1	R$677,00	1	R$ 677,00	2023NE000159	1.540	1	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031000/2024-71	46.228.161/0001-38	EDELSON MILTON DE SOUZA		R$1.018,00	R$0,00	10	Cartão de memória 128Gb	5	R$203,60	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031007/2024-76	05.854.663/0001-97	ELETROQUIP COMÉRCIO E LICITAÇÕES LTDA	SP	R$3.157,50	R$0,00	18	Cabo de áudio 2RCA	5	R$60,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031007/2024-76	05.854.663/0001-97	ELETROQUIP COMÉRCIO E LICITAÇÕES LTDA	SP	R$3.157,50	R$0,00	20	Cabo P2 x P2	5	R$38,50	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031007/2024-76	05.854.663/0001-97	ELETROQUIP COMÉRCIO E LICITAÇÕES LTDA	SP	R$3.157,50	R$0,00	21	Cabo P10 x P10	10	R$94,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031007/2024-76	05.854.663/0001-97	ELETROQUIP COMÉRCIO E LICITAÇÕES LTDA	SP	R$3.157,50	R$0,00	22	Cabo XLR, macho/fêmea	10	R$115,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031007/2024-76	05.854.663/0001-97	ELETROQUIP COMÉRCIO E LICITAÇÕES LTDA	SP	R$3.157,50	R$0,00	23	Cabo P10 XLR, fêmea	5	R$115,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031012/2024-38	32.005.178/0001-11	EMGESA - EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES	SP	R$11.800,00	R$0,00	4	Lente para câmera 16-35	1	R$11.800,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031017/2024-97	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA	PB	R$10.955,00	R$0,00	8	Suporte de bateria	1	R$2.390,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031017/2024-97	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA	PB	R$10.955,00	R$0,00	17	Monitor de video	1	R$2.489,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031017/2024-97	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA	PB	R$10.955,00	R$0,00	31	Mesa de som, 20 canais	1	R$6.076,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031022/2024-59	36.668.854/0001-98	G2B COMERCIO E REPRESENTACOES LTDA	ES	R$9.114,00	R$0,00	2	Camera digital	1	R$9.114,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031034/2024-26	14.553.228/0001-13	INFRAEASY SOLUÇÕES LTDA	SP	R$7.800,00	R$0,00	12	Controlador de câmeras	1	R$7.800,00	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031036/2024-69	33.456.016/0001-62	RAUL MUELLER SCHRAMM	RS	R$9.995,99	R$0,00	3	Lente para câmera, 24-70	1	R$9.995,99	0	R$ -	N/A	N/A	0	0	R$ -
08/2023	Aquisição Áudio/Vídeo	CCHSA - LAB. INCLUSAO	TARCÍSIO ALVES ANDRÉ JÚNIOR	CCHSA - LAB. INCLUSAO	23074.041289/2023-79	23074.031038/2024-15	17.410.769/0001-80	VALNEIDES ARAUJO DA COSTA	GO	R$2.100,00	R$0,00	6	Flash Godox V1	1	R$2.100,00	0	R$ -	N/A	N/A	0	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034981/2024-60	11.500.957/0001-13	ALEXANDRE LAURENTINO DA SILVA LTDA.	PB	R$13.160,00	R$13.160,00	56	Locação de tenda 1	60	R$188,00	60	R$ 11.280,00	2024NE000034	3092	60	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034981/2024-60	11.500.957/0001-13	ALEXANDRE LAURENTINO DA SILVA LTDA.	PB	R$13.160,00	R$13.160,00	57	Locação de tenda 2	10	R$188,00	10	R$ 1.880,00	2024NE000034	3014	10	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	39	Coffeebreak	4000	R$14,40	4000	R$ 57.600,00	2024NE000054	1000704	2920	1080	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	39	Coffeebreak	4000	R$14,40	4000	R$ 57.600,00	2024NE000054	1000763	1080	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	40	Coquetel, tipo 1	1000	R$12,90	1000	R$ 12.900,00	2024NE000054	1000704	800	200	R$ 2.580,00
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	41	Coquetel, tipo 2	1500	R$11,90	1000	R$ 11.900,00	2024NE000054	1000704	800	200	R$ 2.380,00
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	41	Coquetel, tipo 2	1500	R$11,90	500	R$ 5.950,00	2024NE000086	N/A	0	500	R$ 5.950,00
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	42	Kit lanche	5000	R$6,90	5000	R$ 34.500,00	2024NE000054	1000704	1000	707	R$ 4.878,30
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	42	Kit lanche	5000	R$6,90	5000	R$ 34.500,00	2024NE000054	1000705	600	707	R$ 4.878,30
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	42	Kit lanche	5000	R$6,90	5000	R$ 34.500,00	2024NE000054	1000763	1232	707	R$ 4.878,30
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034991/2024-81	05.672.519/0001-30	PADARIA PONTES LTDA.	PB	R$122.850,00	R$107.061,70	42	Kit lanche	5000	R$6,90	5000	R$ 34.500,00	2024NE000054	1000764	1461	707	R$ 4.878,30
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	19	Som, grande porte	3	R$1.543,83	3	R$ 1.543,83	2024NE003897	932	2	1	R$ 1.543,83
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	43	Vaso de flores, tipo 1	20	R$210,00	20	R$ 4.200,00	2024NE000032	754	10	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	43	Vaso de flores, tipo 1	20	R$210,00	20	R$ 4.200,00	2024NE000032	798	10	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	44	Vaso de flores, tipo 2	20	R$260,00	20	R$ 5.200,00	2024NE000032	769	5	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	44	Vaso de flores, tipo 2	20	R$260,00	20	R$ 5.200,00	2024NE000032	798	15	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	45	Arranjos florais, tipo 1	20	R$350,00	20	R$ 7.000,00	2024NE000032	769	5	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	45	Arranjos florais, tipo 1	20	R$350,00	20	R$ 7.000,00	2024NE000032	798	15	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	46	Arranjos florais, tipo 2	20	R$265,00	20	R$ 5.300,00	2024NE000032	798	20	0	R$ -
