Num. Pregão	Objeto	Setor Demandante	Fiscal	Setor do fiscal	Num. Proc. Principal	Num. Proc. Acessório	CNPJ	Nome da Empresa	Estado	Valor total ARP	Valor total adquirido	Num. Item	Descrição	Qtd. ARP	Valor Unitário	Qtd. Empenhada	Valor Empenhado	Num. Nota Emp.	Num. Nota Fiscal	Valor Nota Fiscal	Qtd. Adquirida	Qtd. Restante	Saldo dos Produtos
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	24	Alcool etilico	2400	R$4,89	2400	R$11.736,00	2023NE000026	1.114	R$4,89	1000	1400	R$6.846,00
02/2023	Material de Consumo	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	ALMOXARIFADO	23074.008099/2023-26	23074.043112/2023-37	41.602.860/0001-82	MAXXI COMERCIAL DE ALIMENTOS LTDA.	PB	R$97.688,00	R$67.126,65	25	Álcool etilico	1000	R$4,77	1000	R$4.770,00	2023NE000026	1.114	R$4,77	1000	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	12	Suplemento bovino	31	R$137,27	31	R$4.255,37	2023NE000052	69.091	R$137,27	31	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	22	Ração Peixe	90	R$144,43	90	R$12.998,70	2023NE000052	69.169	R$144,43	90	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	23	Ração Suino, fase pré-inicial	64	R$319,00	24	R$7.656,00	2023NE000020	68.464	R$319,00	24	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	23	Ração Suino, fase pré-inicial	64	R$319,00	20	R$6.380,00	2023NE000087	69.475	R$319,00	20	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	23	Ração Suino, fase pré-inicial	64	R$319,00	20	R$6.380,00	2023NE000137	70.326	R$319,00	20	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	24	Ração suino, fase inicial	317	R$124,00	100	R$12.400,00	2023NE000020	68.464	R$124,00	100	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	24	Ração suino, fase inicial	317	R$124,00	34	R$4.216,00	2023NE000087	69.474	R$124,00	34	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	24	Ração suino, fase inicial	317	R$124,00	16	R$1.984,00	2023NE000087	69.475	R$124,00	16	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	24	Ração suino, fase inicial	317	R$124,00	50	R$6.200,00	2023NE000137	70.326	R$124,00	50	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	24	Ração suino, fase inicial	317	R$124,00	117	R$14.508,00	2024NE000019	71.018	R$124,00	117	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	25	Ração Suino, fase reprodução	717	R$113,73	117	R$13.306,41	2023NE000020	68.464	R$113,73	117	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	25	Ração Suino, fase reprodução	717	R$113,73	100	R$11.373,00	2023NE000087	69.475	R$113,73	100	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	25	Ração Suino, fase reprodução	717	R$113,73	200	R$22.746,00	2023NE000137	70.326	R$113,73	200	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	25	Ração Suino, fase reprodução	717	R$113,73	130	R$14.784,90	2024NE000019	71.018	R$113,73	130	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	25	Ração Suino, fase reprodução	717	R$113,73	170	R$19.334,10	2024NE000019	71.685	R$113,73	170	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	26	Ração Suino, fase lactação	329	R$111,20	129	R$14.344,80	2023NE000020	68.464	R$111,20	129	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	26	Ração Suino, fase lactação	329	R$111,20	100	R$11.120,00	2023NE000087	69.475	R$111,20	100	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	26	Ração Suino, fase lactação	329	R$111,20	100	R$11.120,00	2023NE000137	70.326	R$111,20	100	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	27	Ração Ave, postura e crescimento	90	R$103,00	23	R$2.369,00	2023NE000019	68.463	R$103,00	23	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	27	Ração Ave, postura e crescimento	90	R$103,00	54	R$5.562,00	2023NE000052	69.091	R$103,00	54	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	27	Ração Ave, postura e crescimento	90	R$103,00	13	R$1.339,00	2023NE000093	69.721	R$103,00	13	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	28	Ração Ave, fase postura	371	R$110,33	23	R$2.537,59	2023NE000019	68.463	R$110,33	23	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	28	Ração Ave, fase postura	371	R$110,33	18	R$1.985,94	2023NE000052	69.091	R$110,33	18	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	28	Ração Ave, fase postura	371	R$110,33	87	R$9.598,71	2023NE000093	69.721	R$110,33	87	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	28	Ração Ave, fase postura	371	R$110,33	188	R$20.742,04	2023NE000160	70.328	R$110,33	63	125	R$13.791,25
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	28	Ração Ave, fase postura	371	R$110,33	55	R$6.068,15	2024NE000019	71.018	R$110,33	55	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	29	Ração Ave, fase crescimento	51	R$128,52	2	R$257,04	2023NE000019	68.463	R$128,52	2	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	29	Ração Ave, fase crescimento	51	R$128,52	49	R$6.297,48	2023NE000160	70.447	R$128,52	13	36	R$4.626,72
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	30	Ração Animal, coelho	150	R$95,00	50	R$4.750,00	2023NE000052	69.091	R$95,00	50	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	30	Ração Animal, coelho	150	R$95,00	50	R$4.750,00	2023NE000137	70.326	R$95,00	50	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039091/2023-61	07.737.878/0001-53	GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	CE	R$270.322,24	R$246.699,35	33	Ração Suino, fase reprodução	37	R$113,73	33	R$3.753,09	2024NE000019	71.018	R$113,73	33	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	1	Pós larvas 55 farelado, 25 kg	40	R$178,50	10	R$1.785,00	2023NE000028	28	R$178,50	10	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	1	Pós larvas 55 farelado, 25 kg	40	R$178,50	30	R$5.355,00	2023NE000094	75	R$178,50	10	20	R$3.570,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	2	Wean prime 40, 1,8 mm a 2,3 mm	20	R$183,33	10	R$1.833,30	2023NE000028	28	R$183,33	10	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	2	Wean prime 40, 1,8 mm a 2,3 mm	20	R$183,33	10	R$1.833,30	2023NE000094	75	R$183,33	10	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	3	Laguna onivoros alevinos 36 (2 a 3)	30	R$141,50	20	R$2.830,00	2023NE000028	28	R$141,50	20	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	3	Laguna onivoros alevinos 36 (2 a 3)	30	R$141,50	10	R$1.415,00	2023NE000094	75	R$141,50	10	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	4	Laguna peixes brasileiros 32 (4 a 6)	120	R$97,80	60	R$5.868,00	2023NE000028	28	R$97,80	60	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	4	Laguna peixes brasileiros 32 (4 a 6)	120	R$97,80	60	R$5.868,00	2023NE000094	75	R$97,80	60	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	5	Laguna peixes brasileiros 32 (6 a 8)	300	R$97,80	150	R$14.670,00	2023NE000028	28	R$97,80	150	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	5	Laguna peixes brasileiros 32 (6 a 8)	300	R$97,80	150	R$14.670,00	2023NE000094	75	R$97,80	150	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	14	Tech sal ovinos farelado 30 kg	24	R$149,80	0	R$ -	N/A	N/A	R$149,80	0	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	16	Sal Mineral	121	R$125,00	121	R$15.125,00	2023NE000094	75	R$125,00	0	121	R$15.125,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	19	Ração Peixe	5	R$178,50	0	R$ -	N/A	N/A	R$178,50	0	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	21	Laguna carnívoros, crescimento 45	24	R$227,16	24	R$5.451,84	2023NE000094	75	R$227,16	0	24	R$5.451,84
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039093/2023-07	19.588.170/0001-67	MARIANA MOREIRA ANDRASCHKO LTDA.	PA	R$115.798,14	R$52.557,60	32	Tech ovinos campo P, 20 kg	242	R$143,00	242	R$34.606,00	2023NE000094	75	R$143,00	0	242	R$34.606,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	9	Master Leite 22, 40kg	731	R$118,00	300	R$35.400,00	2023NE000049	3033	R$118,00	300	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	9	Master Leite 22, 40kg	731	R$118,00	300	R$35.400,00	2023NE000122	3236	R$118,00	100	200	R$23.600,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	9	Master Leite 22, 40kg	731	R$118,00	131	R$15.458,00	2023NE000153	3585	R$118,00	120	11	R$1.298,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	9	Master Leite 22, 40kg	731	R$118,00	200	R$23.600,00	2023NE000171	3591	R$118,00	89	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	9	Master Leite 22, 40kg	731	R$118,00	111	R$13.098,00	2023NE000171	3621	R$118,00	111	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	10	Bezerra Elite Inicial, 40kg	274	R$117,00	100	R$11.700,00	2023NE000049	3034	R$117,00	100	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	10	Bezerra Elite Inicial, 40kg	274	R$117,00	100	R$11.700,00	2023NE000122	3235	R$117,00	40	60	R$7.020,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	10	Bezerra Elite Inicial, 40kg	274	R$117,00	74	R$8.658,00	2023NE000153	3623	R$117,00	74	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	10	Bezerra Elite Inicial, 40kg	274	R$117,00	60	R$7.020,00	2023NE000171	3624	R$117,00	60	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	11	Novilha e Vaca Master Sc, 40kg	274	R$100,00	90	R$9.000,00	2023NE000049	3037	R$100,00	90	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	11	Novilha e Vaca Master Sc, 40kg	274	R$100,00	100	R$10.000,00	2023NE000122	3239	R$100,00	40	60	R$6.000,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	11	Novilha e Vaca Master Sc, 40kg	274	R$100,00	75	R$7.500,00	2023NE000153	3626	R$100,00	75	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	11	Novilha e Vaca Master Sc, 40kg	274	R$100,00	60	R$6.000,00	2023NE000171	3625	R$100,00	60	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	13	Masterfos 80, 25kg	37	R$155,00	18	R$2.790,00	2023NE000049	3036	R$155,00	18	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	13	Masterfos 80, 25kg	37	R$155,00	18	R$2.790,00	2023NE000122	3237	R$155,00	9	9	R$1.395,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	13	Masterfos 80, 25kg	37	R$155,00	1	R$155,00	2023NE000153	3628	R$155,00	1	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	13	Masterfos 80, 25kg	37	R$155,00	9	R$1.395,00	2023NE000171	3627	R$155,00	9	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	15	Ovinos Crescimento Master, 40 kg	968	R$116,00	100	R$11.600,00	2023NE000049	3032	R$116,00	100	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	15	Ovinos Crescimento Master, 40 kg	968	R$116,00	200	R$23.200,00	2023NE000122	3238	R$116,00	56	144	R$16.704,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	15	Ovinos Crescimento Master, 40 kg	968	R$116,00	144	R$16.704,00	2023NE000171	3645	R$116,00	144	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	15	Ovinos Crescimento Master, 40 kg	968	R$116,00	368	R$42.688,00	2024NE000020	3582	R$116,00	368	0	R$ -
